condition,episode,step,gate_drift_m,gate_rotation_deg,world_drift_m,world_rotation_deg,relative_drift_m,relative_rotation_deg,linear_speed_m_s,angular_speed_rad_s,world_linear_speed_m_s,world_angular_speed_rad_s,relative_linear_speed_m_s,relative_angular_speed_rad_s,anchor_excess_vs_eb_m,occupant_in_goal,support_contact,support_bodies,target_contact,robot_contact,passed
eb,1,5,4.2674197509029455e-16,0.0,4.2674197509029455e-16,0.0,0.03850786127466991,0.2745279440516996,3.0515404063576523e-15,3.618390998616174e-14,3.0515404063576523e-15,3.618390998616174e-14,0.00016546132472337253,0.00012265819127572165,0.0,0,1,floor,0,0,1
eb,1,6,5.134781488891349e-16,0.0,5.134781488891349e-16,0.0,0.03850750399003363,0.2745428881048784,3.0502822819928117e-15,3.6221693769877536e-14,3.0502822819928117e-15,3.6221693769877536e-14,7.157264103435538e-06,5.057621821307297e-06,0.0,0,1,floor,0,0,1
eb,1,7,6.002143226879753e-16,0.0,6.002143226879753e-16,0.0,0.03850748852610608,0.2745435241435238,3.0547712004776386e-15,3.601582827928983e-14,3.0547712004776386e-15,3.601582827928983e-14,3.0976404501194835e-07,0.0,0.0,0,1,floor,0,0,1
eb,1,8,6.869504964868156e-16,0.0,6.869504964868156e-16,0.0,0.03850748785676375,0.2745435512119594,3.049972765499289e-15,3.615416841732714e-14,3.049972765499289e-15,3.615416841732714e-14,1.340721249059628e-08,0.0,0.0,0,1,floor,0,0,1
eb,1,9,7.73686670285656e-16,0.0,7.73686670285656e-16,0.0,0.03850748782779088,0.2745435523722248,3.0563288394390764e-15,3.599638445271794e-14,3.0563288394390764e-15,3.599638445271794e-14,5.80311778237593e-10,0.0,0.0,0,1,floor,0,0,1
eb,1,10,8.604228440844963e-16,0.0,8.604228440844963e-16,0.0,0.03850748782653682,0.27454355240674067,3.053514779580539e-15,3.6095953936063e-14,3.053514779580539e-15,3.6095953936063e-14,2.5117244105245458e-11,0.0,0.0,0,1,floor,0,0,1
eb,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,floor,0,0,1
eb,2,1,7.979727989493313e-17,0.0,7.979727989493313e-17,0.0,0.011764438767658097,1.045654894575938e-05,3.0522638789036503e-15,3.620737725887167e-14,3.0522638789036503e-15,3.620737725887167e-14,0.23528877535316192,3.6500241499888623e-06,0.0,0,1,floor,0,0,1
eb,2,2,1.6653345369377348e-16,0.0,1.6653345369377348e-16,0.0,0.04217653432869576,0.0662856487992957,3.0514179698244616e-15,3.612185535859091e-14,3.0514179698244616e-15,3.612185535859091e-14,0.6082426095526635,0.023134300720626087,0.0,0,1,floor,0,0,1
eb,2,3,2.5326962749261384e-16,0.0,2.5326962749261384e-16,0.0,0.0387443253346962,0.26565476523627524,3.0522883826892616e-15,3.615788912488063e-14,3.0522883826892616e-15,3.615788912488063e-14,0.06884366853045674,0.06959295263307137,0.0,0,1,floor,0,0,1
eb,2,4,3.400058012914542e-16,0.0,3.400058012914542e-16,0.0,0.03855146058804079,0.27417653745097564,3.0524273355371e-15,3.6177350459725215e-14,3.0524273355371e-15,3.6177350459725215e-14,0.003864194598319405,0.0029746599881648613,0.0,0,1,floor,0,0,1
eb,2,5,4.2674197509029455e-16,0.0,4.2674197509029455e-16,0.0,0.03854324674261703,0.2745279440516996,3.0515404063576523e-15,3.618390998616174e-14,3.0515404063576523e-15,3.618390998616174e-14,0.00016455423979888154,0.00012265819127572165,0.0,0,1,floor,0,0,1
eb,2,6,5.134781488891349e-16,0.0,5.134781488891349e-16,0.0,0.038542891392406915,0.2745428881048784,3.0502822819928117e-15,3.6221693769877536e-14,3.0502822819928117e-15,3.6221693769877536e-14,7.118627025324298e-06,5.057621821307297e-06,0.0,0,1,floor,0,0,1
eb,2,7,6.002143226879753e-16,0.0,6.002143226879753e-16,0.0,0.03854287601094125,0.2745435241435238,3.0547712004776386e-15,3.601582827928983e-14,3.0547712004776386e-15,3.601582827928983e-14,3.08116924214224e-07,0.0,0.0,0,1,floor,0,0,1
eb,2,8,6.869504964868156e-16,0.0,6.869504964868156e-16,0.0,0.03854287534511393,0.2745435512119594,3.049972765499289e-15,3.615416841732714e-14,3.049972765499289e-15,3.615416841732714e-14,1.3336999438011974e-08,0.0,0.0,0,1,floor,0,0,1
eb,2,9,7.73686670285656e-16,0.0,7.73686670285656e-16,0.0,0.03854287531629087,0.2745435523722248,3.0563288394390764e-15,3.599638445271794e-14,3.0563288394390764e-15,3.599638445271794e-14,5.773189963908254e-10,0.0,0.0,0,1,floor,0,0,1
eb,2,10,8.604228440844963e-16,0.0,8.604228440844963e-16,0.0,0.0385428753150432,0.27454355240674067,3.053514779580539e-15,3.6095953936063e-14,3.053514779580539e-15,3.6095953936063e-14,2.4989746555178884e-11,0.0,0.0,0,1,floor,0,0,1
eb,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,floor,0,0,1
eb,3,1,7.979727989493313e-17,0.0,7.979727989493313e-17,0.0,0.011764439097471003,1.045654894575938e-05,3.0522638789036503e-15,3.620737725887167e-14,3.0522638789036503e-15,3.620737725887167e-14,0.23528878194942004,3.6500241499888623e-06,0.0,0,1,floor,0,0,1
eb,3,2,1.6653345369377348e-16,0.0,1.6653345369377348e-16,0.0,0.042178218217046794,0.0662856487992957,3.0544050023514547e-15,3.599155220365676e-14,3.0544050023514547e-15,3.599155220365676e-14,0.6082762806722017,0.023134300720626087,0.0,0,1,floor,0,0,1
eb,3,3,2.5326962749261384e-16,0.0,2.5326962749261384e-16,0.0,0.038751067037567304,0.26565476523627524,3.049819857295691e-15,3.628454673620168e-14,3.049819857295691e-15,3.628454673620168e-14,0.06874278528211669,0.06959295263307137,0.0,0,1,floor,0,0,1
eb,3,4,3.400058012914542e-16,0.0,3.400058012914542e-16,0.0,0.03855841877248379,0.27417653745097564,3.0523838298522694e-15,3.616898730331993e-14,3.0523838298522694e-15,3.616898730331993e-14,0.003859871412168459,0.0029746599881648613,0.0,0,1,floor,0,0,1
eb,3,5,4.2674197509029455e-16,0.0,4.2674197509029455e-16,0.0,0.03855021387374779,0.2745279440516996,3.052942551646401e-15,3.6162500165572146e-14,3.052942551646401e-15,3.6162500165572146e-14,0.0001643755544416557,0.00012265819127572165,0.0,0,1,floor,0,0,1
eb,3,6,5.134781488891349e-16,0.0,5.134781488891349e-16,0.0,0.03854985890470881,0.2745428881048784,3.055040573496892e-15,3.6073261475629027e-14,3.055040573496892e-15,3.6073261475629027e-14,7.111013810348111e-06,5.057621821307297e-06,0.0,0,1,floor,0,0,1
eb,3,7,6.002143226879753e-16,0.0,6.002143226879753e-16,0.0,0.03854984353949656,0.2745435241435238,3.055421940471083e-15,3.6092564241561244e-14,3.055421940471083e-15,3.6092564241561244e-14,3.077922761053907e-07,0.0,0.0,0,1,floor,0,0,1
eb,3,8,6.869504964868156e-16,0.0,6.869504964868156e-16,0.0,0.03854984287436227,0.2745435512119594,3.055548499778131e-15,3.6137135026039613e-14,3.055548499778131e-15,3.6137135026039613e-14,1.3323156138082846e-08,0.0,0.0,0,1,floor,0,0,1
eb,3,9,7.73686670285656e-16,0.0,7.73686670285656e-16,0.0,0.03854984284556875,0.2745435523722248,3.0510272143547547e-15,3.615183986451091e-14,3.0510272143547547e-15,3.615183986451091e-14,5.767288233303058e-10,0.0,0.0,0,1,floor,0,0,1
eb,3,10,8.604228440844963e-16,0.0,8.604228440844963e-16,0.0,0.03854984284432232,0.27454355240674067,3.0525377706966073e-15,3.625192825673658e-14,3.0525377706966073e-15,3.625192825673658e-14,2.4964791645196092e-11,0.0,0.0,0,1,floor,0,0,1
eb,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,floor,0,0,1
eb,4,1,7.979727989493313e-17,0.0,7.979727989493313e-17,0.0,0.011764434674787834,1.045654894575938e-05,3.0522638789036503e-15,3.620737725887167e-14,3.0522638789036503e-15,3.620737725887167e-14,0.23528869349575668,3.6500241499888623e-06,0.0,0,1,floor,0,0,1
eb,4,2,1.6653345369377348e-16,0.0,1.6653345369377348e-16,0.0,0.04215117642477969,0.0662856487992957,3.0514179698244616e-15,3.612185535859091e-14,3.0514179698244616e-15,3.612185535859091e-14,0.6077355341042626,0.023134300720626087,0.0,0,1,floor,0,0,1
eb,4,3,2.5326962749261384e-16,0.0,2.5326962749261384e-16,0.0,0.038642696996770955,0.26565476523627524,3.0522883826892616e-15,3.615788912488063e-14,3.0522883826892616e-15,3.615788912488063e-14,0.07036505585518067,0.06959295263307137,0.0,0,1,floor,0,0,1
eb,4,4,3.400058012914542e-16,0.0,3.400058012914542e-16,0.0,0.03844657242774876,0.27417653745097564,3.0524273355371e-15,3.6177350459725215e-14,3.0524273355371e-15,3.6177350459725215e-14,0.003929295806265633,0.0029746599881648613,0.0,0,1,floor,0,0,1
eb,4,5,4.2674197509029455e-16,0.0,4.2674197509029455e-16,0.0,0.0384382241676424,0.2745279440516996,3.0515404063576523e-15,3.618390998616174e-14,3.0515404063576523e-15,3.618390998616174e-14,0.00016723886999940127,0.00012265819127572165,0.0,0,1,floor,0,0,1
eb,4,6,5.134781488891349e-16,0.0,5.134781488891349e-16,0.0,0.038437863101547814,0.2745428881048784,3.0502822819928117e-15,3.6221693769877536e-14,3.0502822819928117e-15,3.6221693769877536e-14,7.2327944276509285e-06,5.057621821307297e-06,0.0,0,1,floor,0,0,1
eb,4,7,6.002143226879753e-16,0.0,6.002143226879753e-16,0.0,0.03843784747681693,0.2745435241435238,3.0547712004776386e-15,3.601582827928983e-14,3.0547712004776386e-15,3.601582827928983e-14,3.1297605422240684e-07,0.0,0.0,0,1,floor,0,0,1
eb,4,8,6.869504964868156e-16,0.0,6.869504964868156e-16,0.0,0.03843784680063736,0.2745435512119594,3.049972765499289e-15,3.615416841732714e-14,3.049972765499289e-15,3.615416841732714e-14,1.354379085229061e-08,0.0,0.0,0,1,floor,0,0,1
eb,4,9,7.73686670285656e-16,0.0,7.73686670285656e-16,0.0,0.03843784677137382,0.2745435523722248,3.0563288394390764e-15,3.599638445271794e-14,3.0563288394390764e-15,3.599638445271794e-14,5.861182610441028e-10,0.0,0.0,0,1,floor,0,0,1
eb,4,10,8.604228440844963e-16,0.0,8.604228440844963e-16,0.0,0.03843784677010739,0.27454355240674067,3.053514779580539e-15,3.6095953936063e-14,3.053514779580539e-15,3.6095953936063e-14,2.5364252340920792e-11,0.0,0.0,0,1,floor,0,0,1
eb,5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,floor,0,0,1
eb,5,1,7.979727989493313e-17,0.0,7.979727989493313e-17,0.0,0.011764434843377181,1.045654894575938e-05,3.0522638789036503e-15,3.620737725887167e-14,3.0522638789036503e-15,3.620737725887167e-14,0.2352886968675436,3.6500241499888623e-06,0.0,0,1,floor,0,0,1
eb,5,2,1.6653345369377348e-16,0.0,1.6653345369377348e-16,0.0,0.042152426933719275,0.0662856487992957,3.0514179698244616e-15,3.612185535859091e-14,3.0514179698244616e-15,3.612185535859091e-14,0.6077605408731238,0.023134300720626087,0.0,0,1,floor,0,0,1
eb,5,3,2.5326962749261384e-16,0.0,2.5326962749261384e-16,0.0,0.038647712695226474,0.26565476523627524,3.0522883826892616e-15,3.615788912488063e-14,3.0522883826892616e-15,3.615788912488063e-14,0.07028994645009848,0.06959295263307137,0.0,0,1,floor,0,0,1
eb,5,4,3.400058012914542e-16,0.0,3.400058012914542e-16,0.0,0.038451748874543085,0.27417653745097564,3.0524273355371e-15,3.6177350459725215e-14,3.0524273355371e-15,3.6177350459725215e-14,0.003926085457494687,0.0029746599881648613,0.0,0,1,floor,0,0,1
eb,5,5,4.2674197509029455e-16,0.0,4.2674197509029455e-16,0.0,0.038443407231037126,0.2745279440516996,3.0515404063576523e-15,3.618390998616174e-14,3.0515404063576523e-15,3.618390998616174e-14,0.00016710671537251219,0.00012265819127572165,0.0,0,1,floor,0,0,1
eb,5,6,5.134781488891349e-16,0.0,5.134781488891349e-16,0.0,0.03844304644589607,0.2745428881048784,3.0502822819928117e-15,3.6221693769877536e-14,3.0502822819928117e-15,3.6221693769877536e-14,7.2271826242162345e-06,5.057621821307297e-06,0.0,0,1,floor,0,0,1
eb,5,7,6.002143226879753e-16,0.0,6.002143226879753e-16,0.0,0.038443030833104706,0.2745435241435238,3.0547712004776386e-15,3.601582827928983e-14,3.0547712004776386e-15,3.601582827928983e-14,3.127375619931973e-07,0.0,0.0,0,1,floor,0,0,1
eb,5,8,6.869504964868156e-16,0.0,6.869504964868156e-16,0.0,0.038443030157432445,0.2745435512119594,3.049972765499289e-15,3.615416841732714e-14,3.049972765499289e-15,3.615416841732714e-14,1.3533656821976465e-08,0.0,0.0,0,1,floor,0,0,1
eb,5,9,7.73686670285656e-16,0.0,7.73686670285656e-16,0.0,0.038443030128190454,0.2745435523722248,3.0563288394390764e-15,3.599638445271794e-14,3.0563288394390764e-15,3.599638445271794e-14,5.856877512832289e-10,0.0,0.0,0,1,floor,0,0,1
eb,5,10,8.604228440844963e-16,0.0,8.604228440844963e-16,0.0,0.038443030126924946,0.27454355240674067,3.053514779580539e-15,3.6095953936063e-14,3.053514779580539e-15,3.6095953936063e-14,2.534595176110169e-11,0.0,0.0,0,1,floor,0,0,1
eb,6,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,floor,0,0,1
eb,6,1,7.979727989493313e-17,0.0,7.979727989493313e-17,0.0,0.011764434925916065,1.045654894575938e-05,3.0522638789036503e-15,3.620737725887167e-14,3.0522638789036503e-15,3.620737725887167e-14,0.2352886985183213,3.6500241499888623e-06,0.0,0,1,floor,0,0,1
eb,6,2,1.6653345369377348e-16,0.0,1.6653345369377348e-16,0.0,0.042154137909119704,0.0662856487992957,3.0514179698244616e-15,3.612185535859091e-14,3.0514179698244616e-15,3.612185535859091e-14,0.607794758678122,0.023134300720626087,0.0,0,1,floor,0,0,1
eb,6,3,2.5326962749261384e-16,0.0,2.5326962749261384e-16,0.0,0.03865459294099951,0.26565476523627524,3.0522883826892616e-15,3.615788912488063e-14,3.0522883826892616e-15,3.615788912488063e-14,0.0701868286098841,0.06959295263307137,0.0,0,1,floor,0,0,1
eb,6,4,3.400058012914542e-16,0.0,3.400058012914542e-16,0.0,0.03845884902564744,0.27417653745097564,3.0524273355371e-15,3.6177350459725215e-14,3.0524273355371e-15,3.6177350459725215e-14,0.003921693680621354,0.0029746599881648613,0.0,0,1,floor,0,0,1
eb,6,5,4.2674197509029455e-16,0.0,4.2674197509029455e-16,0.0,0.03845051638178615,0.2745279440516996,3.0515404063576523e-15,3.618390998616174e-14,3.0515404063576523e-15,3.618390998616174e-14,0.00016692696413149753,0.00012265819127572165,0.0,0,1,floor,0,0,1
eb,6,6,5.134781488891349e-16,0.0,5.134781488891349e-16,0.0,0.0384501559769462,0.2745428881048784,3.0502822819928117e-15,3.6221693769877536e-14,3.0502822819928117e-15,3.6221693769877536e-14,7.219586452153719e-06,5.057621821307297e-06,0.0,0,1,floor,0,0,1
eb,6,7,6.002143226879753e-16,0.0,6.002143226879753e-16,0.0,0.038450140380236954,0.2745435241435238,3.0547712004776386e-15,3.601582827928983e-14,3.0547712004776386e-15,3.601582827928983e-14,3.124163214290952e-07,0.0,0.0,0,1,floor,0,0,1
eb,6,8,6.869504964868156e-16,0.0,6.869504964868156e-16,0.0,0.038450139705244586,0.2745435512119594,3.049972765499289e-15,3.615416841732714e-14,3.049972765499289e-15,3.615416841732714e-14,1.352007548728007e-08,0.0,0.0,0,1,floor,0,0,1
eb,6,9,7.73686670285656e-16,0.0,7.73686670285656e-16,0.0,0.03845013967603132,0.2745435523722248,3.0563288394390764e-15,3.599638445271794e-14,3.0563288394390764e-15,3.599638445271794e-14,5.851139162739518e-10,0.0,0.0,0,1,floor,0,0,1
eb,6,10,8.604228440844963e-16,0.0,8.604228440844963e-16,0.0,0.038450139674767035,0.27454355240674067,3.053514779580539e-15,3.6095953936063e-14,3.053514779580539e-15,3.6095953936063e-14,2.5321575381769335e-11,0.0,0.0,0,1,floor,0,0,1
eb,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,floor,0,0,1
eb,7,1,7.979727989493313e-17,0.0,7.979727989493313e-17,0.0,0.011764438953298702,1.045654894575938e-05,3.0522638789036503e-15,3.620737725887167e-14,3.0522638789036503e-15,3.620737725887167e-14,0.23528877906597404,3.6500241499888623e-06,0.0,0,1,floor,0,0,1
eb,7,2,1.6653345369377348e-16,0.0,1.6653345369377348e-16,0.0,0.0421766751405094,0.0662856487992957,3.0514179698244616e-15,3.612185535859091e-14,3.0514179698244616e-15,3.612185535859091e-14,0.6082454220718934,0.023134300720626087,0.0,0,1,floor,0,0,1
eb,7,3,2.5326962749261384e-16,0.0,2.5326962749261384e-16,0.0,0.03874487026225055,0.26565476523627524,3.0522883826892616e-15,3.615788912488063e-14,3.0522883826892616e-15,3.615788912488063e-14,0.06883560799389948,0.06959295263307137,0.0,0,1,floor,0,0,1
eb,7,4,3.400058012914542e-16,0.0,3.400058012914542e-16,0.0,0.03855202365502312,0.27417653745097564,3.0524273355371e-15,3.6177350459725215e-14,3.0524273355371e-15,3.6177350459725215e-14,0.0038638323499692187,0.0029746599881648613,0.0,0,1,floor,0,0,1
eb,7,5,4.2674197509029455e-16,0.0,4.2674197509029455e-16,0.0,0.038543810614666836,0.2745279440516996,3.0515404063576523e-15,3.618390998616174e-14,3.0515404063576523e-15,3.618390998616174e-14,0.00016453816087807813,0.00012265819127572165,0.0,0,1,floor,0,0,1
eb,7,6,5.134781488891349e-16,0.0,5.134781488891349e-16,0.0,0.038543455300712764,0.2745428881048784,3.0502822819928117e-15,3.6221693769877536e-14,3.0502822819928117e-15,3.6221693769877536e-14,7.117902881150508e-06,5.057621821307297e-06,0.0,0,1,floor,0,0,1
eb,7,7,6.002143226879753e-16,0.0,6.002143226879753e-16,0.0,0.038543439920877054,0.2745435241435238,3.0547712004776386e-15,3.601582827928983e-14,3.0547712004776386e-15,3.601582827928983e-14,3.0808436765801686e-07,0.0,0.0,0,1,floor,0,0,1
eb,7,8,6.869504964868156e-16,0.0,6.869504964868156e-16,0.0,0.038543439255122894,0.2745435512119594,3.049972765499289e-15,3.615416841732714e-14,3.049972765499289e-15,3.615416841732714e-14,1.333553808273251e-08,0.0,0.0,0,1,floor,0,0,1
eb,7,9,7.73686670285656e-16,0.0,7.73686670285656e-16,0.0,0.03854343922630311,0.2745435523722248,3.0563288394390764e-15,3.599638445271794e-14,3.0563288394390764e-15,3.599638445271794e-14,5.772535617206443e-10,0.0,0.0,0,1,floor,0,0,1
eb,7,10,8.604228440844963e-16,0.0,8.604228440844963e-16,0.0,0.03854343922505557,0.27454355240674067,3.053514779580539e-15,3.6095953936063e-14,3.053514779580539e-15,3.6095953936063e-14,2.4986973804793977e-11,0.0,0.0,0,1,floor,0,0,1
eb,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,floor,0,0,1
eb,8,1,7.979727989493313e-17,0.0,7.979727989493313e-17,0.0,0.011764435545408413,1.045654894575938e-05,3.0522638789036503e-15,3.620737725887167e-14,3.0522638789036503e-15,3.620737725887167e-14,0.23528871090816825,3.6500241499888623e-06,0.0,0,1,floor,0,0,1
eb,8,2,1.6653345369377348e-16,0.0,1.6653345369377348e-16,0.0,0.04215678197970726,0.0662856487992957,3.0514179698244616e-15,3.612185535859091e-14,3.0514179698244616e-15,3.612185535859091e-14,0.6078476276194869,0.023134300720626087,0.0,0,1,floor,0,0,1
eb,8,3,2.5326962749261384e-16,0.0,2.5326962749261384e-16,0.0,0.0386651667704186,0.26565476523627524,3.0522883826892616e-15,3.615788912488063e-14,3.0522883826892616e-15,3.615788912488063e-14,0.07002864541338075,0.06959295263307137,0.0,0,1,floor,0,0,1
eb,8,4,3.400058012914542e-16,0.0,3.400058012914542e-16,0.0,0.03846976280155396,0.27417653745097564,3.0524273355371e-15,3.6177350459725215e-14,3.0524273355371e-15,3.6177350459725215e-14,0.003914904567754745,0.0029746599881648613,0.0,0,1,floor,0,0,1
eb,8,5,4.2674197509029455e-16,0.0,4.2674197509029455e-16,0.0,0.03846144424252222,0.2745279440516996,3.0515404063576523e-15,3.618390998616174e-14,3.0515404063576523e-15,3.618390998616174e-14,0.0001666456471693743,0.00012265819127572165,0.0,0,1,floor,0,0,1
eb,8,6,5.134781488891349e-16,0.0,5.134781488891349e-16,0.0,0.03846108443902021,0.2745428881048784,3.0502822819928117e-15,3.6221693769877536e-14,3.0502822819928117e-15,3.6221693769877536e-14,7.207575334697505e-06,5.057621821307297e-06,0.0,0,1,floor,0,0,1
eb,8,7,6.002143226879753e-16,0.0,6.002143226879753e-16,0.0,0.03846106886800644,0.2745435241435238,3.0547712004776386e-15,3.601582827928983e-14,3.0547712004776386e-15,3.601582827928983e-14,3.119030575490496e-07,0.0,0.0,0,1,floor,0,0,1
eb,8,8,6.869504964868156e-16,0.0,6.869504964868156e-16,0.0,0.038461068194112026,0.2745435512119594,3.049972765499289e-15,3.615416841732714e-14,3.049972765499289e-15,3.615416841732714e-14,1.3498142901989954e-08,0.0,0.0,0,1,floor,0,0,1
eb,8,9,7.73686670285656e-16,0.0,7.73686670285656e-16,0.0,0.038461068164945676,0.2745435523722248,3.0563288394390764e-15,3.599638445271794e-14,3.0563288394390764e-15,3.599638445271794e-14,5.841766758831944e-10,0.0,0.0,0,1,floor,0,0,1
eb,8,10,8.604228440844963e-16,0.0,8.604228440844963e-16,0.0,0.0384610681636834,0.27454355240674067,3.053514779580539e-15,3.6095953936063e-14,3.053514779580539e-15,3.6095953936063e-14,2.5281369381847135e-11,0.0,0.0,0,1,floor,0,0,1
eb,9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,floor,0,0,1
eb,9,1,7.979727989493313e-17,0.0,7.979727989493313e-17,0.0,0.011764435474139492,1.045654894575938e-05,3.0522638789036503e-15,3.620737725887167e-14,3.0522638789036503e-15,3.620737725887167e-14,0.23528870948278982,3.6500241499888623e-06,0.0,0,1,floor,0,0,1
eb,9,2,1.6653345369377348e-16,0.0,1.6653345369377348e-16,0.0,0.04215558241432679,0.0662856487992957,3.0514179698244616e-15,3.612185535859091e-14,3.0514179698244616e-15,3.612185535859091e-14,0.6078236377738633,0.023134300720626087,0.0,0,1,floor,0,0,1
eb,9,3,2.5326962749261384e-16,0.0,2.5326962749261384e-16,0.0,0.03866034462473114,0.26565476523627524,3.0522883826892616e-15,3.615788912488063e-14,3.0522883826892616e-15,3.615788912488063e-14,0.07010090856920359,0.06959295263307137,0.0,0,1,floor,0,0,1
eb,9,4,3.400058012914542e-16,0.0,3.400058012914542e-16,0.0,0.038464786477060454,0.27417653745097564,3.0524273355371e-15,3.6177350459725215e-14,3.0524273355371e-15,3.6177350459725215e-14,0.003917983688054958,0.0029746599881648613,0.0,0,1,floor,0,0,1
