condition,episode,occupant_pixels_t0,occupant_pixels_policy_start,anchor_pixels_t0,anchor_pixels_policy_start,target_pixels_t0,target_pixels_policy_start,occupant_in_goal_policy_start,world_drift_m,world_tilt_change_deg,relative_drift_m,relative_rotation_deg,gate_drift_m,gate_rotation_deg,anchor_excess_vs_eb_m,linear_speed_m_s,angular_speed_rad_s,final_world_linear_speed_m_s,final_world_angular_speed_rad_s,target_contact,robot_contact,support_contact_all_steps,collision_extent_x_m,collision_extent_y_m,collision_extent_z_m,visibility_ok,physics_ok,passed
eb,17,573,573,2468,2334,404,530,0,8.638922910364499e-16,0.0,0.038455424079578394,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,18,573,573,2383,2278,404,530,0,8.638922910364499e-16,0.0,0.038446801199022634,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,19,573,573,2351,2258,404,530,0,8.638922910364499e-16,0.0,0.038444693740556486,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,20,573,573,2432,2330,404,530,0,8.638922910364499e-16,0.0,0.038507452564185266,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,21,573,573,2372,2288,404,530,0,8.638922910364499e-16,0.0,0.03853704521188648,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,22,573,573,2324,2234,405,530,0,8.638922910364499e-16,0.0,0.0385007591157911,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,23,573,573,2444,2361,404,530,0,8.638922910364499e-16,0.0,0.038531560584575575,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,24,573,573,2371,2290,404,530,0,8.638922910364499e-16,0.0,0.03849092287052608,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,25,573,573,2371,2276,404,530,0,8.638922910364499e-16,0.0,0.03841908572865967,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,26,573,573,2437,2346,404,530,0,8.638922910364499e-16,0.0,0.038462542526930134,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,27,573,573,2449,2336,404,530,0,8.638922910364499e-16,0.0,0.03850181943827485,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,28,573,573,2373,2277,404,530,0,8.638922910364499e-16,0.0,0.0385060161105549,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,29,573,573,2433,2321,404,530,0,8.638922910364499e-16,0.0,0.03843841345067324,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,30,573,573,2442,2350,404,530,0,8.638922910364499e-16,0.0,0.03841688210947027,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,31,573,573,2377,2267,404,530,0,8.638922910364499e-16,0.0,0.038534355931014494,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,32,573,573,2402,2300,404,530,0,8.638922910364499e-16,0.0,0.03842054708007307,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,33,573,573,2412,2287,404,530,0,8.638922910364499e-16,0.0,0.038437284033052035,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,34,573,573,2340,2248,404,530,0,8.638922910364499e-16,0.0,0.03853095893681742,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,35,573,573,2416,2324,404,530,0,8.638922910364499e-16,0.0,0.03851542382314588,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,36,573,573,2377,2305,405,530,0,8.638922910364499e-16,0.0,0.038536650194748244,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,37,573,573,2341,2252,404,530,0,8.638922910364499e-16,0.0,0.03851676222402883,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,38,573,573,2403,2306,404,531,0,8.638922910364499e-16,0.0,0.038500801841968475,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.055548499778131e-15,3.628454673620168e-14,3.0525377706966073e-15,3.625192825673658e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,39,573,573,2360,2241,404,532,0,8.638922910364499e-16,0.0,0.03843416817504385,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.055548499778131e-15,3.628454673620168e-14,3.0525377706966073e-15,3.625192825673658e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,40,573,573,2377,2288,404,530,0,8.638922910364499e-16,0.0,0.03854930829830093,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,41,573,573,2390,2313,404,530,0,8.638922910364499e-16,0.0,0.03845545395536586,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,42,573,573,2421,2313,404,530,0,8.638922910364499e-16,0.0,0.03845436296046351,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,43,573,573,2451,2343,404,530,0,8.638922910364499e-16,0.0,0.03842008432644166,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,44,573,573,2486,2392,404,530,0,8.638922910364499e-16,0.0,0.038425715138967774,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,45,573,573,2358,2270,404,530,0,8.638922910364499e-16,0.0,0.03840962823827439,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.055548499778131e-15,3.628454673620168e-14,3.0525377706966073e-15,3.625192825673658e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,46,573,573,2417,2326,404,530,0,8.638922910364499e-16,0.0,0.03849741217514033,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.055548499778131e-15,3.628454673620168e-14,3.0525377706966073e-15,3.625192825673658e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,47,573,573,2374,2273,404,530,0,8.638922910364499e-16,0.0,0.03847338555274364,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,48,573,573,2471,2340,404,530,0,8.638922910364499e-16,0.0,0.038453802330350326,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.055548499778131e-15,3.628454673620168e-14,3.0525377706966073e-15,3.625192825673658e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
eb,49,573,573,2331,2242,404,530,0,8.638922910364499e-16,0.0,0.038494263761876035,0.27454355240674067,8.604228440844963e-16,0.0,0.0,3.0563288394390764e-15,3.6221693769877536e-14,3.053514779580539e-15,3.6095953936063e-14,0,0,1,0.036760041174130925,0.05622003872004595,0.14561003961015556,1,1,1
er,0,184,172,2190,2109,404,530,1,0.03970617508193088,5.4518765608690956e-06,4.4305371478898426e-07,0.0011373187929341164,7.870309571718901e-07,0.0011822135578771669,8.789140760393941e-06,1.6404431705343725e-05,0.0004156149434758567,5.094549329650022e-12,2.528991721602177e-12,0,0,1,0.03676057078476656,0.05622111188212134,0.14561032358314882,1,1,1
er,1,186,173,2155,2061,404,530,1,0.039706175081930584,5.451876447182258e-06,4.4305371851252304e-07,0.0011373252021079534,7.870309517452769e-07,0.0011822110915539054,8.789140759340868e-06,1.64044314627292e-05,0.0004156132338544671,5.089443395227949e-12,2.5390842782393263e-12,0,0,1,0.03676057078475535,0.056221111882108876,0.14561032358314857,1,1,1
er,2,186,171,2225,2145,404,530,1,0.03970617508193098,5.451876475603967e-06,4.430537269676417e-07,0.0011373264839383865,7.87030963161005e-07,0.001182216024195283,8.78914076094717e-06,1.640443183834681e-05,0.0004156151571780359,5.089539070349649e-12,2.528809393799435e-12,0,0,1,0.03676057078478253,0.05622111188213916,0.14561032358314863,1,1,1
er,3,181,184,2229,2136,404,530,1,0.03970617508193136,5.451876489814822e-06,4.4305373695897924e-07,0.0011373226384427525,7.870309718145236e-07,0.001182210474972286,8.789140762161555e-06,1.6404432103629717e-05,0.0004156132338544671,5.089682920093899e-12,2.5216084693334325e-12,0,0,1,0.03676057078480522,0.05622111188216447,0.14561032358314863,1,1,1
er,4,182,180,2264,2145,404,530,1,0.03970617508193034,5.451876532447386e-06,4.4305370286612816e-07,0.0011373175110950147,7.87030943077949e-07,0.0011822110915539054,8.789140758632206e-06,1.640443125530017e-05,0.0004156143023686597,5.089479721296237e-12,2.5160964011042664e-12,0,0,1,0.03676057078473145,0.05622111188208223,0.14561032358314874,1,1,1
er,5,182,169,2247,2144,404,530,1,0.03970617508193049,5.451876532447386e-06,4.430537111030675e-07,0.001137320074771773,7.870309480381525e-07,0.0011822086252254989,8.789140759296232e-06,1.6404431387065576e-05,0.00041561237904113506,5.089554969223457e-12,2.5167098514084677e-12,0,0,1,0.036760570784748196,0.05622111188210088,0.14561032358314874,1,1,1
er,6,175,171,2166,2079,404,530,1,0.03970617508193073,5.451876447182258e-06,4.430537135422672e-07,0.0011373264839383865,7.870309536654874e-07,0.0011822154076162363,8.789140759938397e-06,1.6404431582172358e-05,0.0004156153708801052,5.0895590364493585e-12,2.5288106158488415e-12,0,0,1,0.03676057078475741,0.0562211118821111,0.14561032358314857,1,1,1
er,7,182,195,2270,2141,404,530,1,0.03970617508193103,5.4518764613931125e-06,4.430537227198539e-07,0.0011373226384427525,7.870309620269269e-07,0.001182210474972286,8.789140760761086e-06,1.640443182513293e-05,0.0004156132338544671,5.089120562312085e-12,2.528943530127371e-12,0,0,1,0.03676057078477631,0.05622111188213219,0.14561032358314857,1,1,1
er,8,180,177,2214,2138,404,530,1,0.03970617508193048,5.451876475603967e-06,4.430537048070227e-07,0.0011373252021079534,7.870309437043416e-07,0.0011822135578771669,8.789140758719091e-06,1.640443126404439e-05,0.00041561451607116857,5.089115380366191e-12,2.516929584390864e-12,0,0,1,0.03676057078473555,0.05622111188208678,0.1456103235831486,1,1,1
er,9,171,185,2283,2167,404,530,1,0.03970617508193108,5.451876518236531e-06,4.4305372540905164e-07,0.0011373226384427525,7.870309633353811e-07,0.001182212941296834,8.78914076107365e-06,1.640443185439954e-05,0.0004156143023686597,5.090476744116868e-12,2.528867298220545e-12,0,0,1,0.036760570784781885,0.05622111188213841,0.14561032358314874,1,1,1
er,10,182,164,2187,2119,404,530,1,0.03970617508193111,5.4518764613931125e-06,4.4305372326044267e-07,0.0011373271248530615,7.870309614219289e-07,0.0011822166407740081,8.789140760593226e-06,1.6404431793746528e-05,0.0004156153708801052,5.090426865006724e-12,2.528770231820862e-12,0,0,1,0.03676057078477517,0.05622111188213086,0.14561032358314857,1,1,1
er,11,180,183,2233,2140,404,530,1,0.03970617508193186,5.4518764613931125e-06,4.4305375386033766e-07,0.0011373264839383865,7.870309881620394e-07,0.0011822154076162363,8.789140763801994e-06,1.640443259025262e-05,0.0004156157982839143,5.089816898790056e-12,2.5365990311093784e-12,0,0,1,0.03676057078483797,0.056221111882200914,0.14561032358314857,1,1,1
er,12,174,188,2274,2150,404,530,1,0.03970617508193055,5.451876504025677e-06,4.430537102159902e-07,0.0011373226384427525,7.870309501830941e-07,0.001182212941296834,8.789140759461436e-06,1.6404431468004734e-05,0.0004156140886660409,5.0908159056092704e-12,2.5395397200123216e-12,0,0,1,0.03676057078475018,0.0562211118821031,0.14561032358314868,1,1,1
er,13,178,166,2230,2118,404,530,1,0.03970617508193062,5.451876532447386e-06,4.4305371168379604e-07,0.0011373226384427525,7.870309488598136e-07,0.0011822098583903454,8.78914075941996e-06,1.640443141352389e-05,0.0004156125927446329,5.091585174250035e-12,2.5539727679832796e-12,0,0,1,0.036760570784749536,0.056221111882102326,0.14561032358314874,1,1,1
er,14,180,181,2228,2132,404,530,1,0.039706175081930625,5.451876532447386e-06,4.4305370855074637e-07,0.0011373187929341164,7.870309498560954e-07,0.0011822086252254989,8.78914075942624e-06,1.640443147142564e-05,0.00041561216533752735,5.090441302021185e-12,2.5286317059180585e-12,0,0,1,0.036760570784750146,0.0562211118821031,0.1456103235831488,1,1,1
er,15,182,165,2167,2078,404,530,1,0.03970617508193148,5.451876518236531e-06,4.430537414077627e-07,0.0011373213566079853,7.870309768998153e-07,0.0011822098583903454,8.789140762694473e-06,1.6404432257171874e-05,0.00041561216533752735,5.089494060548174e-12,2.5159478784253985e-12,0,0,1,0.03676057078481534,0.05622111188217571,0.14561032358314874,1,1,1
er,16,173,189,2261,2147,404,530,1,0.039706175081931354,5.451876504025677e-06,4.4305373289683867e-07,0.0011373226384427525,7.87030970655405e-07,0.0011822098583903454,8.789140762066096e-06,1.640443208465039e-05,0.00041561302015129893,5.090300445531962e-12,2.536125276064102e-12,0,0,1,0.03676057078480216,0.05622111188216106,0.1456103235831487,1,1,1
er,17,182,188,2286,2146,404,530,1,0.03970617508193094,5.4518764613931125e-06,4.4305371373998e-07,0.0011373258430233506,7.870309559383608e-07,0.0011822123247161793,8.789140760202947e-06,1.6404431656331072e-05,0.00041561366126047374,5.089191777505206e-12,2.5299151748720914e-12,0,0,1,0.036760570784762706,0.05622111188211698,0.14561032358314857,1,1,1
er,18,178,166,2205,2113,404,530,1,0.0397061750819313,5.451876504025677e-06,4.43053734263839e-07,0.0011373226384427525,7.870309702415454e-07,0.0011822098583903454,8.789140761815571e-06,1.6404432051850078e-05,0.0004156134475575254,5.089839169956767e-12,2.5265970778309397e-12,0,0,1,0.03676057078479798,0.056221111882156394,0.14561032358314868,1,1,1
er,19,177,163,2174,2094,404,530,1,0.03970617508193057,5.451876504025677e-06,4.430537122323528e-07,0.0011373239202760752,7.870309493407517e-07,0.0011822110915539054,8.789140759217038e-06,1.640443141982619e-05,0.00041561387496331226,5.0893967436551614e-12,2.5390513727935484e-12,0,0,1,0.03676057078474801,0.05622111188210066,0.14561032358314874,1,1,1
er,20,178,189,2254,2141,404,530,1,0.039706175081931444,5.451876546658241e-06,4.4305374058552354e-07,0.0011373213566079853,7.87030974861484e-07,0.001182212941296834,8.789140762359066e-06,1.640443217923075e-05,0.00041561387496331226,5.092731938454451e-12,2.5290318036786144e-12,0,0,1,0.03676057078481113,0.05622111188217105,0.1456103235831488,1,1,1
er,21,194,180,2178,2108,404,530,1,0.039706175081930556,5.451876546658241e-06,4.430537095794986e-07,0.001137320074771773,7.870309497334688e-07,0.0011822086252254989,8.789140759489251e-06,1.6404431463229403e-05,0.00041561237904113506,5.091179147378054e-12,2.5260551313278714e-12,0,0,1,0.036760570784750146,0.056221111882103075,0.14561032358314877,1,1,1
er,22,187,178,2137,2056,405,530,1,0.03970617508193056,5.451876475603967e-06,4.4305371166434224e-07,0.0011373252021079534,7.870309508284e-07,0.0011822123247161793,8.789140759650888e-06,1.6404431493705374e-05,0.0004156140886660409,5.08937232022277e-12,2.5300019755595956e-12,0,0,1,0.03676057078475151,0.056221111882104546,0.14561032358314865,1,1,1
er,23,190,198,2254,2162,404,530,1,0.039706175081930986,5.451876475603967e-06,4.4305371454951587e-07,0.0011373226384427525,7.870309571103326e-07,0.0011822098583903454,8.789140760606753e-06,1.6404431708239202e-05,0.0004156132338544671,5.091345115101269e-12,2.5284733588440503e-12,0,0,1,0.03676057078476762,0.05622111188212253,0.14561032358314868,1,1,1
er,24,188,177,2183,2113,404,530,1,0.03970617508193116,5.451876504025677e-06,4.4305372956171383e-07,0.0011373226384427525,7.87030966372136e-07,0.0011822123247161793,8.789140761337045e-06,1.6404431943537694e-05,0.00041561387496331226,5.0907239553253555e-12,2.5360626944829815e-12,0,0,1,0.03676057078478771,0.05622111188214496,0.14561032358314868,1,1,1
er,25,180,163,2191,2113,404,530,1,0.03970617508193065,5.451876532447386e-06,4.430537124233408e-07,0.0011373175110950147,7.870309522303285e-07,0.001182214791036868,8.78914075960513e-06,1.6404431537107627e-05,0.0004156149434758567,5.089469721751088e-12,2.5161409330312597e-12,0,0,1,0.03676057078475576,0.05622111188210932,0.1456103235831488,1,1,1
er,26,166,179,2271,2167,404,530,1,0.03970617508193065,5.451876518236531e-06,4.430537078348864e-07,0.0011373207156900598,7.870309490443019e-07,0.0011822141744571783,8.78914075928726e-06,1.6404431444500566e-05,0.00041561451607116857,5.089520146543147e-12,2.5161186359444925e-12,0,0,1,0.03676057078474741,0.056221111882099994,0.1456103235831487,1,1,1
er,27,182,199,2267,2136,404,530,1,0.03970617508193083,5.451876546658241e-06,4.4305372164280143e-07,0.001137319433853125,7.870309587953254e-07,0.0011822123247161793,8.789140760481741e-06,1.6404431713501442e-05,0.0004156140886660409,5.091285491151461e-12,2.539855148597441e-12,0,0,1,0.03676057078476981,0.056221111882124974,0.1456103235831488,1,1,1
er,28,189,172,2184,2105,404,530,1,0.03970617508193112,5.4518765608690956e-06,4.43053732409734e-07,0.0011373207156900598,7.870309671921876e-07,0.0011822110915539054,8.789140761509362e-06,1.6404431950664647e-05,0.00041561366126047374,5.093292605938243e-12,2.5494931108470363e-12,0,0,1,0.03676057078479178,0.0562211118821494,0.1456103235831488,1,1,1
er,29,184,171,2249,2150,404,530,1,0.03970617508193056,5.451876532447386e-06,4.43053709801493e-07,0.0011373175110950147,7.870309478258181e-07,0.0011822067754758171,8.789140759303325e-06,1.640443138319423e-05,0.00041561216533752735,5.092176786083113e-12,2.5394757582701477e-12,0,0,1,0.03676057078474568,0.05622111188209811,0.1456103235831488,1,1,1
er,30,181,187,2260,2163,404,530,1,0.03970617508193075,5.4518764613931125e-06,4.4305372440806315e-07,0.0011373239202760752,7.870309573021426e-07,0.0011822117081352029,8.789140760028865e-06,1.6404431637034845e-05,0.0004156140886660409,5.089246001978565e-12,2.5306825016152564e-12,0,0,1,0.036760570784767924,0.056221111882122865,0.14561032358314857,1,1,1
