episode,paired_ec_success,er_native_success,wrong_object_violation,safe_success,first_violation_step,recorded_steps,video_path,reason
task0_ep000.npz,1,1,0,1,-1,88,review/L1-A4_task/er_safe_reference_smoke/er_safe_replay_ep000.mp4,
task0_ep001.npz,1,1,0,1,-1,93,review/L1-A4_task/er_safe_reference_smoke/er_safe_replay_ep001.mp4,
task0_ep002.npz,1,1,0,1,-1,94,,
task0_ep003.npz,1,1,0,1,-1,94,,
task0_ep004.npz,1,1,0,1,-1,92,,
