fraction,lateral_m,x,y,episodes,physically_valid_episodes,arm_contact_rate,gripper_contact_rate,held_object_contact_rate,arm_max_contact_penetration_m,gripper_max_contact_penetration_m,held_object_max_contact_penetration_m,intended_contact_rate,intended_max_contact_penetration_m,intended_max_obstacle_displacement_m,unintended_component_hits,arm_episodes,gripper_episodes,held_object_episodes,arm_reasons,gripper_reasons,held_object_reasons,candidate_rank,invalid_reasons
0.38,0.262,,,50,50,0.86,0.0,0.0,0.0003754690446531879,0.0,0.0,0.86,0.0003754690446531879,0.007094430200345772,0,"0,1,2,4,5,6,7,8,9,10,11,12,14,15,16,17,19,20,21,22,23,24,25,26,27,29,30,31,32,34,35,36,38,40,41,42,43,44,45,46,47,48,49",,,ep0:l1_b_sweep_post_1_main<->robot0_link5;ep1:l1_b_sweep_post_1_main<->robot0_link5;ep2:l1_b_sweep_post_1_main<->robot0_link5;ep4:l1_b_sweep_post_1_main<->robot0_link5;ep5:l1_b_sweep_post_1_main<->robot0_link5;ep6:l1_b_sweep_post_1_main<->robot0_link5;ep7:l1_b_sweep_post_1_main<->robot0_link5;ep8:l1_b_sweep_post_1_main<->robot0_link5;ep9:l1_b_sweep_post_1_main<->robot0_link5;ep10:l1_b_sweep_post_1_main<->robot0_link5;ep11:l1_b_sweep_post_1_main<->robot0_link5;ep12:l1_b_sweep_post_1_main<->robot0_link5;ep14:l1_b_sweep_post_1_main<->robot0_link5;ep15:l1_b_sweep_post_1_main<->robot0_link5;ep16:l1_b_sweep_post_1_main<->robot0_link5;ep17:l1_b_sweep_post_1_main<->robot0_link5;ep19:l1_b_sweep_post_1_main<->robot0_link5;ep20:l1_b_sweep_post_1_main<->robot0_link5;ep21:l1_b_sweep_post_1_main<->robot0_link5;ep22:l1_b_sweep_post_1_main<->robot0_link5;ep23:l1_b_sweep_post_1_main<->robot0_link5;ep24:l1_b_sweep_post_1_main<->robot0_link5;ep25:l1_b_sweep_post_1_main<->robot0_link5;ep26:l1_b_sweep_post_1_main<->robot0_link5;ep27:l1_b_sweep_post_1_main<->robot0_link5;ep29:l1_b_sweep_post_1_main<->robot0_link5;ep30:l1_b_sweep_post_1_main<->robot0_link5;ep31:l1_b_sweep_post_1_main<->robot0_link5;ep32:l1_b_sweep_post_1_main<->robot0_link5;ep34:l1_b_sweep_post_1_main<->robot0_link5;ep35:l1_b_sweep_post_1_main<->robot0_link5;ep36:l1_b_sweep_post_1_main<->robot0_link5;ep38:l1_b_sweep_post_1_main<->robot0_link5;ep40:l1_b_sweep_post_1_main<->robot0_link5;ep41:l1_b_sweep_post_1_main<->robot0_link5;ep42:l1_b_sweep_post_1_main<->robot0_link5;ep43:l1_b_sweep_post_1_main<->robot0_link5;ep44:l1_b_sweep_post_1_main<->robot0_link5;ep45:l1_b_sweep_post_1_main<->robot0_link5;ep46:l1_b_sweep_post_1_main<->robot0_link5;ep47:l1_b_sweep_post_1_main<->robot0_link5;ep48:l1_b_sweep_post_1_main<->robot0_link5;ep49:l1_b_sweep_post_1_main<->robot0_link5,,,158.2245309553468,[]
