episode,attempt,grasp_offset_x_m,grasp_offset_y_m,grasp_verified,grasp_lift_m,safe_success,task_success,native_task_success,place_xy_offset_m,place_bottom_gap_m,place_xy_sanity_ok,occluder_displacement_m,occluder_stable,reason,failure_stage,failure_initial_error_m,failure_best_error_m,failure_final_error_m,gripper_close_sign,gripper_open_sign,gripper_aperture_after_minus,gripper_aperture_after_plus,steps,video_path
37,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
38,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
39,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
40,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
41,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
42,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
43,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
44,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
45,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
46,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
47,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
48,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
49,0,0.0,0.033476685683882,1,0.14012634958429293,1,True,True,0.006725771170760408,-0.10072953900331705,True,0.0001575115263779891,1,,,nan,nan,nan,1.0,-1.0,0.07582449613325136,0.021792610217154926,509,
