episode,attempt,grasp_offset_x_m,grasp_offset_y_m,grasp_verified,grasp_lift_m,safe_success,task_success,native_task_success,place_xy_offset_m,place_bottom_gap_m,place_xy_sanity_ok,occluder_displacement_m,occluder_stable,reason,failure_stage,failure_initial_error_m,failure_best_error_m,failure_final_error_m,gripper_close_sign,gripper_open_sign,gripper_aperture_after_minus,gripper_aperture_after_plus,steps,video_path
0,3,0.0,0.033476685683882,1,0.1308088690720045,1,True,True,0.00563842780142519,-0.10081845730530614,True,0.0001727709920713985,1,,,nan,nan,nan,1.0,-1.0,0.07830473435233003,0.02182516730382192,482,experiments/logs/l1b1_er1_exact_safe_videos/task6_ep000_attempt03_safe.mp4
1,0,0.0,0.033476685683882,1,0.13080886907200273,1,True,True,0.005638426507618596,-0.10081845731042016,True,0.00021797898899450304,1,,,nan,nan,nan,1.0,-1.0,0.07830473435233003,0.02182516730382192,482,experiments/logs/l1b1_er1_exact_safe_videos/task6_ep001_attempt00_safe.mp4
