candidate_index,episode,risk_offset_x_m,risk_offset_y_m,safe_candidate_index,safe_offset_x_m,safe_offset_y_m,passed,native_success,occupant_max_relative_drift_m,occupant_max_relative_rotation_deg,target_min_occupant_clearance_m,target_max_tilt_deg,target_max_linear_speed_m_s,target_max_angular_speed_rad_s,target_full_window_inside,target_full_window_support,target_full_window_finite,target_final_stable_streak
3,3,-0.005,0.0,0,0.038891,0.038891,0,1,0.029181976224672668,13.74424316828917,0.05739984979336772,90.00055287243053,6.845978669514953e-12,1.5155309607428237e-13,1,1,1,0
3,4,-0.005,0.0,0,0.038891,0.038891,0,1,0.02918197622467589,13.744243168294792,0.05739984979331118,90.00055287243046,6.8448285793833016e-12,1.5339536665173812e-13,1,1,1,0
3,5,-0.005,0.0,0,0.038891,0.038891,0,1,0.029181976224621976,13.744243168242638,0.05739984979343976,90.0005528724305,6.844870960894704e-12,1.5798755593003347e-13,1,1,1,0
3,6,-0.005,0.0,0,0.038891,0.038891,0,1,0.029181976224582136,13.744243168204617,0.05739984979352797,90.00055287243048,6.8471267375040295e-12,1.6069468575389652e-13,1,1,1,0
3,7,-0.005,0.0,0,0.038891,0.038891,0,1,0.02918197622465491,13.744243168273051,0.05739984979338969,90.00055287243052,6.845422037546152e-12,1.6088370232796396e-13,1,1,1,0
3,0,-0.005,0.0,1,0.055,0.0,0,1,0.027871249886081976,16.094130800486287,0.04543032439433571,90.00336264783728,3.7462980613818284e-07,8.936573563072119e-06,1,1,1,0
3,1,-0.005,0.0,1,0.055,0.0,0,1,0.027871249886051386,16.094130800485463,0.045430331917088604,90.00332002591618,3.7463139248228344e-07,8.93657832836296e-06,1,1,1,0
3,2,-0.005,0.0,1,0.055,0.0,0,1,0.027871249886058286,16.094130800483903,0.0454303236547229,90.00333185578737,3.7463028105627573e-07,8.936575789246239e-06,1,1,1,0
3,3,-0.005,0.0,1,0.055,0.0,0,1,0.027871249886065704,16.09413080048519,0.045430323823963455,90.00335742944701,3.7462990268161803e-07,8.936573974055215e-06,1,1,1,0
3,4,-0.005,0.0,1,0.055,0.0,0,1,0.0278712498860272,16.094130800482617,0.045430324036763135,90.0033657568238,3.7462980893915144e-07,8.936573372610576e-06,1,1,1,0
3,5,-0.005,0.0,1,0.055,0.0,0,1,0.027871249886067765,16.0941308004851,0.04543032372515452,90.0033645336828,3.746298164278446e-07,8.936573525530924e-06,1,1,1,0
3,6,-0.005,0.0,1,0.055,0.0,0,1,0.02787124988609304,16.094130800486795,0.04543032415777688,90.00336127296524,3.7462988247227826e-07,8.936573708340606e-06,1,1,1,0
3,7,-0.005,0.0,1,0.055,0.0,0,1,0.027871249886063588,16.094130800485278,0.045430323998027426,90.00336482625762,3.7462983164417087e-07,8.936573537701082e-06,1,1,1,0
3,0,-0.005,0.0,2,0.0,0.055,0,0,0.03575561617598727,22.20520341150929,0.083715493996855,89.86880574333729,1.2295642140300898e-07,2.0767371097808443e-06,1,1,1,0
3,1,-0.005,0.0,2,0.0,0.055,0,0,0.03575561617598846,22.20520341151552,0.08371549399493124,89.86880574582752,1.229564183889516e-07,2.0767370564204643e-06,1,1,1,0
3,2,-0.005,0.0,2,0.0,0.055,0,0,0.03575561617587536,22.205203411530334,0.0837154939994185,89.86880573940645,1.2295642065231296e-07,2.07673705458825e-06,1,1,1,0
3,3,-0.005,0.0,2,0.0,0.055,0,0,0.03575561617587063,22.205203411597694,0.08371549399884337,89.86880573987314,1.229564213140411e-07,2.0767371016598765e-06,1,1,1,0
3,4,-0.005,0.0,2,0.0,0.055,0,0,0.03575561617598981,22.20520341145644,0.08371549400278915,89.86880573604597,1.2295641920394647e-07,2.0767370707037823e-06,1,1,1,0
3,5,-0.005,0.0,2,0.0,0.055,0,0,0.03575561617598591,22.20520341143355,0.08371549399667713,89.86880574404128,1.2295641901694695e-07,2.0767370551010928e-06,1,1,1,0
3,6,-0.005,0.0,2,0.0,0.055,0,0,0.03575561617598546,22.205203411494516,0.08371549399584881,89.86880574467317,1.229564189452622e-07,2.07673707520289e-06,1,1,1,0
3,7,-0.005,0.0,2,0.0,0.055,0,0,0.03575561617588027,22.205203411525112,0.08371549399938573,89.86880573958248,1.229564204872921e-07,2.0767370961194505e-06,1,1,1,0
3,0,-0.005,0.0,3,0.038891,-0.038891,0,1,0.02789109627741198,14.173952913392924,0.048911029856545704,90.00061050027216,1.0187423160313911e-11,9.033436974826876e-14,1,1,1,0
3,1,-0.005,0.0,3,0.038891,-0.038891,0,1,0.02789109627742359,14.173952913420512,0.04891102985688392,90.00061050027217,1.01881878445515e-11,9.96415525868113e-14,1,1,1,0
3,2,-0.005,0.0,3,0.038891,-0.038891,0,1,0.027891096277450563,14.173952913444463,0.04891102985658502,90.00061050027215,1.0187965364390876e-11,9.707614905284729e-14,1,1,1,0
3,3,-0.005,0.0,3,0.038891,-0.038891,0,1,0.027891096277455913,14.173952913440306,0.04891102985637756,90.00061050027217,1.018872891522965e-11,1.0405625790974821e-13,1,1,1,0
3,4,-0.005,0.0,3,0.038891,-0.038891,0,1,0.027891096277471095,14.173952913464312,0.04891102985668446,90.00061050027217,1.0187320027910597e-11,9.297939731312417e-14,1,1,1,0
3,5,-0.005,0.0,3,0.038891,-0.038891,0,1,0.027891096277418755,14.173952913406744,0.04891102985669844,90.00061050027215,1.0186931628390464e-11,8.681514300848721e-14,1,1,1,0
3,6,-0.005,0.0,3,0.038891,-0.038891,0,1,0.027891096277365662,14.173952913366477,0.04891102985697741,90.00061050027217,1.0187574847711438e-11,9.123376197175253e-14,1,1,1,0
3,7,-0.005,0.0,3,0.038891,-0.038891,0,1,0.027891096277429108,14.173952913429085,0.04891102985676672,90.0006105002722,1.0188366998847875e-11,1.0123418439076234e-13,1,1,1,0
3,0,-0.005,0.0,4,-0.038891,0.038891,0,1,0.04762800942659262,25.843105361916642,0.0637261203285831,89.99997442408741,7.303440557267254e-13,6.5729176228804e-14,1,1,1,0
3,1,-0.005,0.0,4,-0.038891,0.038891,0,1,0.04762800942660312,25.843105361926504,0.06372612032839503,89.99997442408747,7.310256245464308e-13,7.700904140335306e-14,1,1,1,0
3,2,-0.005,0.0,4,-0.038891,0.038891,0,1,0.04762800942604224,25.84310536131075,0.06372612034404024,89.99997442408811,7.311216844438399e-13,7.812008135569177e-14,1,1,1,0
3,3,-0.005,0.0,4,-0.038891,0.038891,0,1,0.04762800942603087,25.843105361299834,0.06372612034406869,89.99997442408811,7.305823824121051e-13,7.410953408363365e-14,1,1,1,0
3,4,-0.005,0.0,4,-0.038891,0.038891,0,1,0.04762800942660143,25.843105361926447,0.06372612032845901,89.99997442408738,7.305867176226517e-13,7.228638128205572e-14,1,1,1,0
3,5,-0.005,0.0,4,-0.038891,0.038891,0,1,0.04762800942657978,25.84310536189948,0.0637261203289552,89.99997442408741,7.312371547361757e-13,8.203892073456513e-14,1,1,1,0
3,6,-0.005,0.0,4,-0.038891,0.038891,0,1,0.04762800942657982,25.843105361898665,0.06372612032898463,89.99997442408744,7.306827382243428e-13,7.899188426832134e-14,1,1,1,0
3,7,-0.005,0.0,4,-0.038891,0.038891,0,1,0.047628009426055336,25.84310536132721,0.06372612034362855,89.99997442408801,7.309618509999089e-13,7.644361098564205e-14,1,1,1,0
3,0,-0.005,0.0,5,0.0,-0.055,0,1,0.038680431133346134,22.034414492078692,0.05571191851544595,89.99999973294953,9.586275027855022e-12,1.4037748467531537e-13,1,1,1,0
3,1,-0.005,0.0,5,0.0,-0.055,0,1,0.03868043113331653,22.034414492083137,0.055711918514625355,89.99999973294946,9.586654859903469e-12,1.4005942639204653e-13,1,1,1,0
